Shift,Age,Primary Fur Color,Location,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches
AM,Adult,Cinnamon,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,No,Yes,Yes,No,No,No,No,Yes,No
PM,Adult,Cinnamon,Above Ground,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,Yes,No,No,No,No,Yes,No
AM,Adult,Black,Above Ground,No,No,Yes,No,Yes,No,No,No,No,Yes,No
PM,Adult,Cinnamon,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Cinnamon,Above Ground,No,No,No,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Cinnamon,Above Ground,No,Yes,No,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,No,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,No,No,Yes,No,No,No,No,Yes,No
AM,Adult,Black,Above Ground,No,No,No,Yes,No,No,No,No,Yes,Yes,No
AM,Adult,Black,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Black,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,No,No,No,Yes,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,Yes,No,Yes,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,Yes,No,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,No,Yes,No,No,No,No,No,No,Yes,No
AM,Adult,Gray,Above Ground,No,Yes,Yes,No,No,No,No,No,No,Yes,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,Yes,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Black,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Black,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Black,Above Ground,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,Yes,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No
PM,Adult,Cinnamon,Above Ground,Yes,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,No
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,Yes,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,Yes,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,No,No
AM,Adult,Black,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,No
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,Yes,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Black,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,No
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,No
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,No
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,No
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
AM,Adult,Black,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,Yes,Yes
AM,Adult,Cinnamon,Above Ground,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
PM,Adult,Cinnamon,Above Ground,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,No,No,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
AM,Adult,Cinnamon,Above Ground,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
AM,Adult,Cinnamon,Above Ground,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes
AM,Adult,Gray,Above Ground,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Above Ground,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,Yes,No,No,No,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Black,Ground Plane,No,No,No,Yes,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,Yes,No,Yes
AM,Adult,Cinnamon,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,Yes,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,No,No,No,No,Yes,No,Yes
AM,Adult,Gray,Ground Plane,No,No,Yes,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,Yes,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,Yes,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,Yes,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
AM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,Yes,No,No,No,No,No,Yes,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Gray,Ground Plane,No,No,No,No,Yes,No,No,No,No,No,Yes
PM,Adult,Cinnamon,Ground Plane,No,No,No,No,No,No,No,No,No,No,Yes
